2.108569525655735788e+02,8.438541598517423914e-01
1.251661514379229629e+02,6.127401455362762039e-01
1.491170712700694310e+02,7.274065571928799434e-01
1.138977838196667136e+02,5.866600913024376807e-01
1.018727095544542891e+02,8.775791055028134835e-01
1.026633350314998410e+02,1.585603592421373220e-01
1.096983091935110082e+02,2.712864383335663598e-01
1.527721738441213972e+02,5.914556415617880925e-01
1.108319566297583521e+02,5.504826029838633117e-01
2.247624285870174106e+02,4.104264579494066867e-01
1.341832024808127244e+02,4.694779774706224762e-01
1.563564351745341128e+02,3.709968817539146535e-01
1.018380797934953961e+02,6.967163068080746147e-01
1.596234726710905818e+02,6.264067408428548589e-01
1.151525006038608439e+02,8.331167595530174497e-01
1.041498681927791665e+02,5.781274316731765950e-01
1.129803323617878021e+02,2.758723442584097296e-01
1.820051175167990039e+02,8.218973354167865564e-01
1.035768991097031915e+02,5.681747583497746001e-01
1.337554058844046381e+02,7.899721444390720437e-01
1.230565521778628124e+02,1.473497949073628854e-01
1.168030933289716415e+02,2.860719586349428356e-01
1.742918911260648258e+02,3.254736847960882917e-01
1.036824302855480369e+02,6.378858997507383943e-01
1.041042659844011382e+02,5.119405127770048081e-01
1.589789322048815450e+02,6.319980550834787270e-01
1.305255286582755616e+02,4.345750321490340351e-01
1.775601339932365761e+02,2.664709318809538319e-01
1.065461616982180573e+02,5.230760442831725587e-01
1.136446709901023979e+02,1.792807994452173814e-01
1.371665729190111449e+02,4.225451654909234689e-01
1.427052781351496833e+02,3.994927222118024313e-01
1.699465968101231681e+02,1.720042082613064127e-01
1.106848527982326686e+02,8.391779775053153090e-01
1.370229686248368068e+02,7.591717940940738707e-01
1.066468328129047052e+02,3.556531009844307034e-01
1.118878529674281594e+02,4.090681872352942561e-01
1.030455211337649644e+02,8.211578922623384846e-01
1.289792834065004001e+02,6.446756320324094069e-01
1.386006660531353702e+02,6.254189989453792231e-01
1.054034131306856921e+02,1.403207085108618135e-01
1.206872254788937653e+02,5.013334413540374568e-01
1.374858539528872257e+02,4.484902941958218703e-01
1.069026823096587151e+02,6.259119062859064275e-01
2.050533924951838856e+02,4.437860597670660878e-01
1.024924028991612062e+02,4.251310159649288600e-01
1.237614890639074616e+02,7.042350274286829359e-01
1.561044940928979941e+02,4.846182406319667901e-01
1.063750346110691822e+02,7.734397988628676224e-01
1.559361359669070453e+02,8.035613874592468786e-01
1.190403387417353542e+02,1.987725203573852406e-01
1.171142374855476476e+02,1.694592606045763061e-01
1.068693401020999971e+02,2.361374027969220524e-01
1.103049546743243354e+02,4.347383705010907651e-01
1.067891179177512555e+02,4.105226788707521113e-01
1.140234429411151069e+02,3.224384987034852879e-01
1.539429841732423938e+02,6.696646137766747442e-01
1.404559780893879122e+02,3.981020807013323504e-01
1.493768884701997592e+02,4.191139992273262838e-01
1.117195402204193329e+02,4.652484722715665155e-01
1.760466505931034646e+02,5.005728775062531222e-01
1.091694727622455900e+02,2.514891936370459158e-01
2.381518246899791507e+02,2.085279495945490114e-01
1.371622319369903380e+02,5.242963959214227421e-01
1.613894473335280964e+02,3.930439601921706938e-01
1.158273113212942320e+02,6.525041315519762852e-01
1.831752747318272441e+02,8.162078765467707386e-01
1.081442503198073553e+02,7.917846071621803539e-01
1.278851490324787363e+02,3.337309554282908985e-01
2.411070941199827189e+02,2.594104339296178230e-01
1.834789956662193049e+02,4.069495697962025593e-01
1.252153773339351233e+02,5.022595677276781023e-01
1.673642111966801451e+02,8.912108753640439751e-01
1.909309956066924769e+02,5.215916598738304932e-01
1.961284771417342085e+02,6.357583221492304482e-01
1.571083152262053488e+02,6.029090596016347670e-01
1.882574707974027035e+02,3.291293341643293235e-01
1.047888761088587870e+02,5.753325863735780921e-01
1.420551020494562522e+02,5.415071604636203517e-01
1.377031797703491804e+02,7.995168757977729745e-01
1.017981726714698993e+02,1.869873292508926754e-01
1.209339173093423767e+02,2.211803095100768057e-01
1.555772508664499298e+02,6.338511317657495869e-01
1.911928123018875567e+02,8.266640179300585034e-01
1.997495893704017647e+02,4.341636350074854489e-01
1.025250154442300499e+02,7.805148410417449556e-01
1.726636807164100560e+02,5.004711072387371118e-01
1.129471345094267321e+02,5.658155767977238737e-01
1.683405905981553019e+02,4.944449559004964190e-01
1.126884903881793036e+02,3.318616412210124711e-01
1.459617744619548034e+02,4.839604713060007279e-01
1.018016361389310163e+02,8.717564917890034959e-01
1.423381660057173406e+02,1.610529663958469304e-01
1.156761567412950029e+02,2.031412543164061724e-01
1.767289523802172369e+02,8.611914783488987535e-01
1.910011372454287084e+02,1.366116857350156144e-01
1.591695128648624404e+02,4.230267575840787053e-01
1.596873954569774128e+02,6.101890548567087125e-01
1.802697817413415464e+02,7.488302565061073501e-01
1.378102029411694502e+02,2.498093196611565203e-01
